ENSMUSG00000024907	6.76132321078942e-214	2.14336430461581e-14	1.19292984889612e-09	0.999946184926184	0	5.38138808647344e-05
ENSMUSG00000056737	1.09990285897761e-74	1.00760091287618e-15	0.733954992466369	0.266039942588098	0	5.06494553246519e-06
ENSMUSG00000028108	0	2.47155331191098e-05	0	3.01515115016758e-81	0	0.999975284466881
ENSMUSG00000035493	0	3.69968729520676e-07	0	1.50224596921933e-52	0	0.99999963003127
ENSMUSG00000030560	0	3.86629464752964e-08	0	1.21552670930152e-18	0	0.999999961337053
ENSMUSG00000001131	0	1.48871618929102e-14	5.66320417143099e-26	0.999906991660403	0	9.30083395816394e-05
ENSMUSG00000025348	0	4.43052977319198e-11	8.90828758218242e-100	0.919771693841613	0	0.0802283061140822
ENSMUSG00000031207	0	2.1406888301813e-07	0	1.01365081039718e-59	0	0.999999785931117
ENSMUSG00000034595	4.45228438334546e-101	2.43029977553704e-15	0.0796140408757111	0.920371618946542	0	1.43401777448177e-05
ENSMUSG00000030774	8.76199977139095e-21	1.39455745691457e-18	0.999657931800977	0.000342059008400418	1.93272426525062e-234	9.1906221347637e-09
ENSMUSG00000002602	0	5.56251657461843e-09	0	5.90130710518473e-19	0	0.999999994437483
ENSMUSG00000039405	0	5.14625546948528e-14	2.24757713577032e-23	0.999911009218141	0	8.89907818071617e-05
ENSMUSG00000037820	3.27079008787969e-234	4.22034492009794e-15	2.02059912088644e-10	0.999976275164694	0	2.37246332421044e-05
ENSMUSG00000054555	1.19131039623539e-290	8.04883171777394e-15	1.02068876124414e-13	0.999973692989752	0	2.63070101377376e-05
ENSMUSG00000031825	0	8.08454968634023e-14	5.18355545134427e-51	0.999586048393917	0	0.000413951606001784
ENSMUSG00000020607	8.79335402483643e-07	6.57359990006562e-19	0.999879146097645	0.000119969820531183	1.88378007937407e-109	4.7464213791815e-09
ENSMUSG00000026193	0	1	0	0	0	4.73362155120391e-21
ENSMUSG00000006219	8.30579022993857e-63	2.70085613121601e-16	0.932527692607583	0.0674709370184311	0	1.3703739859148e-06
ENSMUSG00000020427	3.44404360740497e-242	6.83316128769939e-15	1.09166107893976e-10	0.999976808870315	0	2.31910205122594e-05
ENSMUSG00000041773	4.72450837096965e-26	5.07602226091801e-18	0.9990958747433	0.00090409707962494	4.20674813451072e-274	2.81770746109194e-08
ENSMUSG00000059248	0	1.68782371369099e-13	8.399777276708e-57	0.999449101815082	0	0.000550898184749414
ENSMUSG00000030123	0	2.28822711171732e-13	2.14307161881569e-35	0.999709396527775	0	0.000290603471996541
ENSMUSG00000026547	0	3.2856436229147e-14	2.61873625578899e-36	0.99986551453108	0	0.000134485468887278
ENSMUSG00000038400	0	6.76811854136479e-09	3.89378660253009e-258	6.50384424631905e-08	0	0.999999928193439
ENSMUSG00000030587	0.938168548243318	9.65450741697808e-20	0.0618198824952265	1.15684583736216e-05	1.17367883121291e-24	8.03081382575438e-10
ENSMUSG00000000957	0	9.18096856822527e-14	1.20793076083175e-34	0.999853712081765	0	0.000146287918143574
ENSMUSG00000026981	4.54287420996347e-20	2.22713039966279e-18	0.999503297663026	0.000496686441911388	6.24609979345002e-226	1.58950621927194e-08
ENSMUSG00000021091	0	1	0	0	0	3.64516717047796e-23
ENSMUSG00000028364	0	0.99999999999825	0	0	0	1.74989712070569e-12
ENSMUSG00000019987	4.09360438493957e-296	1.12217852443639e-14	9.62936082109484e-15	0.999957210464272	0	4.27895357071361e-05
ENSMUSG00000006800	2.50627607771065e-48	3.34742870964504e-17	0.990694105559467	0.00930570371977145	0	1.90720761946714e-07
ENSMUSG00000046186	2.64615314596392e-24	1.90789163625219e-18	0.999471058526855	0.000528928069831769	4.81659961056172e-266	1.34033137016073e-08
ENSMUSG00000042367	2.61975075500997e-110	3.4438056920091e-15	0.0204859815073598	0.979496927478159	0	1.709101447738e-05
ENSMUSG00000040998	0	2.53665094361972e-12	1.00754319882527e-64	0.934269129851009	0	0.0657308701464546
ENSMUSG00000073489	0.484654087971681	4.35910467212114e-19	0.515287518169679	5.83906281028949e-05	3.05911820939024e-45	3.23053709466707e-09
ENSMUSG00000046623	6.47278967592884e-22	2.31819201524446e-18	0.999532192844204	0.000467793193161947	3.241501419697e-243	1.39626342368797e-08
ENSMUSG00000004098	0	6.9746347735933e-14	3.75508685052571e-21	0.999882514338942	0	0.000117485660988263
ENSMUSG00000032085	0	4.93120627097668e-15	6.71470611821511e-18	0.999975205619873	0	2.47943801221371e-05
ENSMUSG00000028494	2.79539077082949e-30	7.5204337834019e-18	0.99811785856139	0.00188208759112217	0	5.38474881712245e-08
ENSMUSG00000000753	3.05806490282307e-81	4.72340526086116e-15	0.332130331079686	0.667850913513883	0	1.8755406426163e-05
ENSMUSG00000046159	0.454555391130707	2.53703032121166e-18	0.545174717046444	0.000269868446989167	5.67644357026011e-21	2.33758603537822e-08
ENSMUSG00000030208	0	4.30079662386972e-11	7.47555744949855e-160	0.00012555660188676	0	0.999874443355105
ENSMUSG00000054720	2.17702472182309e-15	9.83552805937333e-19	0.999776708448034	0.000223284703525863	7.29385463250427e-189	6.84843779122838e-09
ENSMUSG00000034457	0.998921997467904	1.52838170964353e-21	0.00107783813971425	1.64380430663068e-07	3.68508623362269e-14	1.19145317466024e-11
ENSMUSG00000039518	1.74710852097863e-165	4.26231390865801e-15	9.04238383879817e-06	0.999972542527344	0	1.84150888124661e-05
ENSMUSG00000042379	9.34177283794424e-32	2.33115203532904e-17	0.994124174111569	0.0058756016591022	4.74781761184814e-303	2.24229328717943e-07
ENSMUSG00000031659	6.50618965260178e-191	1.6848703053693e-14	4.49450997364006e-08	0.99995548040393	0	4.44746509533712e-05
